date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:15	34715/34715	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:15%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blogsingle-nosidebar.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blogsingle-nosidebar.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:15	42158/42158	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:15%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blogsingle-right-sidebar.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blogsingle-right-sidebar.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:16	42159/42159	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:15%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blogsingle-left-sidebar.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/blogsingle-left-sidebar.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:16	11917/11917	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:16%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/error.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/error.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:17	55965/55965	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:16%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/email-template.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/email-template.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:18	50192/50192	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:17%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/landing-single.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/landing-single.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:18	101029/101029	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:17%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/shortcodes.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/shortcodes.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:19	25818/25818	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Aug%202023%2004:08:19%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/contact.html	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/contact.html	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:20	36905/36905	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about1.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:20	22648/22648	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team1.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:20	27224/27224	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team2.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:20	35112/35112	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team3.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:21	44429/44429	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team4.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/team4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:21	26756/26756	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog1.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:21	36172/36172	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog2.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:22	19665/19665	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog3.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/blog3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:22	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264e38ff7-4d7%22	https://p.w3layouts.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:22	69917/69917	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery-3.3.1.min.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:22	692/692	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/theme-change.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/theme-change.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:22	49236/49236	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/about.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:23	8833/8833	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery.waypoints.min.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:23	2936/2936	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery.countup.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/jquery.countup.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:24	90057/90057	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/owl.carousel.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/owl.carousel.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:24	60091/60091	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/js/bootstrap.min.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:24	0/0	---MCZ	302	error ('Found')	text/html	date:Fri,%2025%20Aug%202023%2004:08:24%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/scripts/invisible.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/cdn-cgi/challenge-platform/scripts/invisible.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:25	7364/7364	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Aug%202023%2004:08:24%20GMT	https://p.w3layouts.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/313d8a27/invisible.js	C:/My%20Web%20Sites/w3/p.w3layouts.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/313d8a27/invisible.js	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/index.html)
09:38:25	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.eot	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:28	78472/78472	---M--	200	added ('OK')	font/woff2	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.woff2	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:28	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400d41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:28	92136/92136	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.woff	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:29	136516/136516	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.ttf	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:31	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.eot	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:32	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400d41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:32	13588/13588	---M--	200	added ('OK')	font/woff2	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.woff2	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:33	16776/16776	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.woff	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:34	34052/34052	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.ttf	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:34	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-brands-400.svg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:35	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-regular-400.svg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:36	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.eot	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:37	80252/80252	---M--	200	added ('OK')	font/woff2	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.woff2	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:38	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900d41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:38	104280/104280	---M--	200	added ('OK')	font/woff	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.woff	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:40	175700/175700	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/banner1.jpg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/images/banner1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
09:38:41	917575/917575	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2014%20May%202022%2012:44:20%20GMT	https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/w3/p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/webfonts/fa-solid-900.svg	(from https://p.w3layouts.com/demos_new/template_demo/14-05-2022/intelligence-liberty-demo_Free/510988441/web/assets/css/style-liberty.css)
